TOT_POP,% Asian-alone,GQ_ESTIMATES_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Urban_rural_code,0-19 %,20-49 %,50+ %,TOT_POP_log,% Asian-alone_log,GQ_ESTIMATES_2018_log,R_INTERNATIONAL_MIG_2018_log,Civilian_labor_force_2018_log,Employed_2018_log,Total nurse practitioners (2019)_log,Total physician assistants (2019)_log,Total Hospitals (2019)_log,Internal Medicine Primary Care (2019)_log,Family Medicine/General Practice Primary Care (2019)_log,Total Specialist Physicians (2019)_log,Heart disease_prevalence
36968,1.430967323,373,13.0,-4.0,0.1,9.4,25.6,38.6,9.2,14.6,13.7,64245,19562,18829,64245,77.3,20.45172785,14.07700442,0.30588884,34.79791445,10.49198722,84.00931104,41.6,30.0,8.5,12.1,3.7,5,19.890175286734472,29.02239774940489,51.087426963860636,10.517943195514293,1.861124965970481,5.934894195619588,1.62924053973028,9.881599752778099,9.84341902607001,3.236783632636968,2.948483652645968,1.6688173056280224,3.6838145101636557,2.74032293671026,4.48874098268698,8.8
56195,0.48224931,1159,12.1,-2.9,-0.1,13.0,34.8,20.5,15.3,23.0,22.0,53522,26271,25464,53522,73.7,29.54338063,13.86783968,0.63335519,28.02596715,24.60189065,77.53323115,48.2,35.3,9.9,13.9,3.6,3,21.67274668564819,31.136222083815287,47.191031230536524,10.936672035881783,1.701515474774268,7.059617628291383,1.589235205116581,10.176411254012363,10.145217305326018,3.542215943725188,2.937458868459904,1.7287052131350482,3.4972941353694367,3.3878382326010126,4.413201014055943,9.5
15695,1.529149411,3133,6.2,6.3,6.0,36.1,27.6,10.8,21.5,21.9,21.7,45341,9126,8933,45341,74.8,5.413606686,3.195121603,0.285991545,5.938562486,5.256119946,18.53640803,48.4,39.0,5.7,13.7,3.1,5,24.778591908251034,49.08569608155464,26.13571201019433,9.6614159913364,1.876276676151571,8.051340933292979,2.3978952727983707,9.11943049661634,9.098067129493398,2.3431132862149253,2.103539050767824,1.6650602166726836,2.3922943885429384,2.3278745953127338,3.15854850012961,6.7
399182,2.698768983,5448,7.2,3.9,1.5,5.3,25.1,37.8,5.7,7.0,6.3,82048,221947,216310,82048,150.8,222.6418968,43.32948826,7.949169274,248.3138041,178.2698945,707.9321653,42.6,33.7,6.6,9.4,2.4,2,25.627909074056447,38.865980931003904,35.50610999493965,12.89718525775893,2.0410604437410313,8.60392119492606,1.8718021769015913,12.310216421260105,12.28449095766428,5.427773766154962,3.8780418973465585,2.5610316373620603,5.534629052561804,5.210959899676212,6.569386276056518,5.9
43734,0.592216582,407,12.2,0.4,0.3,17.5,44.8,12.5,17.7,24.7,22.6,43651,18309,17570,43651,83.4,37.13185534,7.700273412,0.742895505,23.17187981,16.05946284,65.26498513,54.1,39.0,12.4,14.5,3.6,5,27.091050441304247,35.407234645813325,37.50171491288243,10.685995431600869,1.7213757348681906,6.021023349349527,1.667706820558076,9.815421073667677,9.774232716678865,3.7408041134736703,2.5416235217367475,1.7479635265224756,3.33832431058129,3.047350000207702,4.252273596925275,10.2
5546,0.252434187,312,10.9,3.4,0.5,12.3,34.1,23.4,9.6,13.3,12.7,59913,3083,3006,59913,105.0,2.973423181,2.539668002,0.358319495,2.131058051,3.400892053,6.022282045,40.9,32.6,6.3,10.3,3.1,4,29.516768842408943,32.31157591056618,38.17165524702488,8.621733370690162,1.6586916238155875,5.75890177387728,1.7047480922384253,8.035278911144667,8.010027528481734,2.076113908870899,2.02017814948546,1.67865039887059,1.9644596176665163,2.1283378969965026,2.399918864409637,7.8
19807,0.383702731,893,13.4,-4.6,-0.1,19.5,34.1,15.5,19.8,30.1,29.7,38430,6574,6183,38430,71.3,8.997788729,8.091715028,0.213642641,9.642531699,7.675874888,28.57279571,56.5,40.6,11.3,19.6,4.8,6,20.194880597768467,31.42323421012773,48.3818851921038,9.89404309370813,1.6833763774080062,6.8001700683022,1.589235205116581,8.791638037085997,8.730367211692958,2.6388993692115994,2.5719795895214945,1.651278774804183,2.6839304238420145,2.539700571789432,3.513716087536271,11.2
12288,0.382486979,154,11.1,-1.1,-0.2,6.6,36.7,23.1,9.0,14.5,13.7,74872,6689,6421,74872,115.1,4.786512917,2.403383073,0.180350174,9.30780499,5.838716341,20.62357288,44.7,32.6,8.3,10.4,3.0,4,23.9990234375,34.098307291666664,41.902669270833336,9.41678527366734,1.6831505311173658,5.0689042022202315,1.5686159179138452,8.808966881771273,8.768107539675803,2.281005204838996,2.00193706776586,1.6448726551448376,2.660805191865813,2.383124570272512,3.2435127434198834,7.4
179436,0.817561693,1656,7.7,5.2,0.8,14.3,28.3,23.1,8.8,14.0,13.2,76792,89935,86971,76792,126.7,61.89206304,36.52882064,3.269651411,67.89371763,60.09156666,211.9209245,46.4,36.4,6.8,11.8,2.9,2,29.344724581466373,39.19837713725228,31.456898281281347,12.097601742072008,1.7608812208651965,7.415175109613295,1.7578579175523736,11.406898060324698,11.373387497510816,4.203080320933071,3.7263876594547036,2.112592357119409,4.289002457386131,4.1757949964296825,5.379532883903663,6.4
8645,0.3470214,73,10.8,2.9,-0.2,7.2,41.6,17.0,15.1,24.1,24.6,49956,4467,4378,49956,83.2,5.264552167,2.336453173,0.323213921,3.500571108,5.919197312,11.19470588,46.3,37.4,8.1,11.9,3.4,6,25.147484094852516,31.30133024869867,43.551185656448816,9.065314599925925,1.6765396582028347,4.356708826689592,1.5686159179138452,8.405591014834934,8.38548870041881,2.328696422339467,1.9928555069011997,1.6720772414349527,2.1401333504156494,2.3905224613879374,2.7846843912975245,8.7
9036,0.453740593,175,14.2,-2.9,0.0,15.5,52.3,10.6,23.3,39.3,38.7,41036,3833,3663,41036,70.0,4.13598017,2.857820566,0.124551843,4.275993621,2.929974737,10.98461359,51.6,36.5,11.2,17.6,4.3,6,24.9667994687915,32.97919433377601,42.05400619743249,9.109525066737367,1.6963017205859847,5.19295685089021,1.6094379124341003,8.252706676567644,8.207401833376355,2.2122204823771483,2.061509286312053,1.6340430759326188,2.22742973170439,2.070649849891367,2.771626608932169,9.9
14465,0.456273764,129,12.1,-0.3,-0.3,19.5,45.8,13.4,23.4,36.8,34.9,33566,5024,4699,33566,75.0,10.10336076,0.518245255,0.479497946,5.710384627,5.313224712,16.37558136,59.9,45.4,11.8,18.2,4.4,6,25.053577601106117,35.65157276183892,39.29484963705496,9.57983281962553,1.6967660959685702,4.897839799950911,1.547562508716013,8.522976436171964,8.456168489578463,2.7149172859439608,1.7080599211647602,1.7010134810695197,2.3712137966999594,2.33342702429465,3.0622492125816168,10.8
94016,1.031739278,2124,11.1,-0.1,0.5,14.6,33.6,20.9,14.2,22.8,20.7,50122,43288,41097,50122,93.0,42.70894659,38.40817287,1.014077172,45.76928663,36.43434409,135.6237674,49.7,38.2,8.9,15.0,3.7,4,24.467111980939414,35.874744724302246,39.65814329475834,11.451273440556445,1.7970354066282719,7.663407664893479,1.7047480922384253,10.675746238104187,10.623812061100866,3.8651189398459884,3.770647738354278,1.7941029165425373,3.927291577846208,3.724110104321724,4.946088007764715,8.5
52516,0.321806688,1078,12.3,-2.7,0.1,10.7,41.7,13.6,12.7,17.8,16.5,51113,23860,22556,51113,90.2,23.22155801,19.87492171,0.756539446,38.95652774,31.64331309,106.6668082,49.6,36.7,11.0,12.9,3.5,6,22.459821768603852,34.023916520679414,43.51626171071673,10.868968368601042,1.6718128487090225,6.9874902470009905,1.62924053973028,10.080168229439996,10.023978030870751,3.3400861543266225,3.2138601357030203,1.7503365035357947,3.783201139609611,3.6012309584800466,4.71551951061884,9.5
20611,0.659841832,339,15.1,-7.8,0.1,9.1,26.0,31.7,11.8,20.4,18.6,50467,8969,8633,50467,93.6,9.36302436,8.420171578,0.222314761,10.03393855,7.987451775,29.73261435,44.9,30.6,9.5,13.6,3.8,6,17.912765028382903,27.44165736742516,54.645577604191935,9.933822752332201,1.7333959469483011,5.840641657373398,1.62924053973028,9.102086786535928,9.063926353520646,2.664657151472755,2.596758916707707,1.6529407444083277,2.7103102153450345,2.5639836432326963,3.5476791403409376,10.2
15951,0.695881136,450,10.9,2.0,0.4,8.5,31.4,20.6,14.8,22.7,21.5,46176,6010,5716,46176,79.4,8.99587739,4.558203403,0.761526771,6.601724881,9.801233039,20.8899394,50.1,37.8,9.1,13.5,3.5,6,27.584477462228072,32.50579900946649,39.909723528305435,9.677590213025297,1.7397433059144072,6.12029741895095,1.6863989535702288,8.70201162840878,8.651898894268529,2.6387628141069666,2.2573997808460406,1.7512025039941579,2.4511537836960007,2.694710490745643,3.253854453088633,8.7
107239,1.837950746,1953,8.0,1.0,0.9,6.9,25.6,39.2,5.2,6.2,5.6,91028,58367,56844,91028,125.4,56.37872755,26.46451213,1.208655169,53.48299121,46.94869921,147.9595369,38.4,27.2,6.5,9.8,2.7,2,24.70183422075924,35.11222596256959,40.18593981667117,11.582861891169392,1.9224880882078395,7.579678823090456,1.7749523509116738,10.974591601787637,10.948153908874458,4.1170633182826695,3.4488603116942222,1.8259443135559168,4.068735963415249,3.950256677963221,5.030173421709596,6.5
18691,0.572468033,330,13.3,-2.3,0.3,14.9,35.7,18.5,14.9,24.0,23.9,48460,8220,7916,48460,79.9,6.447003668,3.805034589,0.340584133,7.07216766,6.259454471,22.07480105,48.9,34.8,9.8,14.7,3.9,6,23.727997431919107,30.212401690653255,46.05960087742764,9.836064876218694,1.7178380496979513,5.814130531825066,1.667706820558076,9.014933575633572,8.97727273946428,2.4377280073695893,2.1753236702766263,1.6753350351918976,2.4909026097057523,2.4212081731364616,3.298603444752947,10.3
1034,0.580270793,24,9.8,0.0,0.0,12.6,40.6,20.8,12.0,13.4,13.2,49532,464,448,49532,89.7,0.490570975,0.380581848,0.054507886,0.334834158,0.571359449,1.121305087,43.0,31.8,9.1,13.0,3.8,6,23.79110251450677,29.110251450676984,47.09864603481625,6.946013991099227,1.7192373044271851,3.367295829986474,1.6094379124341003,6.150602768446279,6.115892125483034,1.7030322528457704,1.682796518511757,1.6202804958046446,1.6742577986098164,1.717639090407627,1.811775323299594,9.8
217522,1.340554059,4394,7.4,5.2,1.0,20.6,22.6,27.5,24.9,33.3,32.5,38409,96769,91299,38409,81.0,106.0916834,55.22580781,4.256124286,101.6279433,117.8219772,300.4200898,41.4,32.1,6.4,12.8,3.6,4,28.273461994648816,39.805628855931815,31.92090914941937,12.290078259737435,1.8469661556402266,8.389132521348719,1.791759469228055,11.480133642145237,11.421949877233436,4.710355836957979,4.098100961611477,2.2252854174157464,4.669345609651252,4.810735967126993,5.72168817254634,6.9
57686,0.559927885,632,8.0,5.0,0.2,11.7,42.2,15.9,10.6,15.3,14.9,62238,27367,26463,62238,114.4,32.17409718,6.261567054,1.148738617,35.88395796,25.76187588,102.3036482,45.6,35.8,9.1,10.8,2.8,2,27.568214124744305,38.23631383697951,34.195472038276186,10.962856461127396,1.7155851378546347,6.456769655572163,1.6486586255873816,10.217275872072388,10.18369173513195,3.6156122063754594,2.4213957830105386,1.8162469578551155,3.710737760191181,3.4262761271732893,4.6756626490586655,7.3
56682,0.862707738,249,10.4,-1.3,0.0,7.3,37.3,26.7,10.0,12.9,12.2,61995,26118,24829,61995,140.8,29.56778039,20.96738567,1.757744907,30.63498266,38.95288266,87.98141023,51.2,39.7,10.0,12.6,3.0,3,24.34106065417593,36.46836738294344,39.19057196288063,10.945300186531934,1.768611568197896,5.537334267018537,1.6094379124341003,10.170571431312704,10.119968960976788,3.5429220456240316,3.2568413532989307,1.9106892407610838,3.5733278143534632,3.7831182115138473,4.532399583172587,8.7
